olympia_gateway_id,olympia_address,babylon_address,first_seen_at_olympia_state_version,supply_fixed,initial_babylon_name,initial_babylon_symbol,initial_babylon_description,initial_babylon_supply
247,emberna_rr1qduwykxhq492rn7frdunhp9g35lx50mqfa9j56cy3e8swv0rr0,"",74706952,t,Raduel Ember Weapon,emberna,"With this token, you can redeem the high energy / anti-material rifle 'Ember' with no attachments.",101000000000000000000
248,roidz_rr1qwsalf7detf7llsa8xcadllsty22aaewj9mh3jyd8gfqqdpkal,"",74759444,t,Roidboiz,roidz,"9,936 unique Roidboiz NFTs occupying the farthest shards of the Radix Shardspace. Loyal to DogeCube, and the first of the Gangs of Radix.",9936000000000000000000
249,rdchx_rr1q0f6zkz4cz55kywj88qn4n5jqvx3pux5p2kxwvk9y38qz5v6qf,"",74907026,t,RadChix,rdchx,Token representing future RadChix NFT,1000000000000000000000
250,ratz_rr1qw67lzejptl0hj73vtzuryjjw7wmrg6lm8mvevqtfy8sjzhaxt,"",74946458,t,Radixratz,ratz,Token for NFT Radix ratz,10000000000000000000000
251,emberlazer_rr1qvrku6wpzkuhd3fupl47fv2lanes8nx97qm02eduxjeqdpta2n,"",75148224,t,Raduel Ember Weapon,emberlazer,"With this token, you can redeem the high energy / anti-material rifle 'Ember' with lazer and silencer attatchments.",50000000000000000000
252,jpow_rr1qv30aalrapcn3f74q0qxr2v9hgvxm2qldqyld6uaumjqj7dlk7,"",75566348,t,Jeromes Printer,jpow,Money printer go BRRR,99999999999000000000000000000
253,bmoon_rr1qdlwn8293d6l9qjr5s46udu6wenl7fdk97s6y255wsrsdk2u9l,"",76326183,t,RadtrixBlueMoon,bmoon,Radtrix NFT Season 2,250000000000000000000
254,rmoon_rr1qdfgcldqxwq008zpum7ch9a2pajrvf8jazjxgvkyj7eq0wxzmv,"",76328711,t,RadtrixRedMoon,rmoon,Radtrix NFT Season 2,200000000000000000000
255,ymoon_rr1q0wq5llck7ngwe59w23hh79y95fxqr0e700wlzuru3lsdld2sj,"",76328996,t,RadtrixYellowMoon,ymoon,Radtrix NFT Season 2,150000000000000000000
256,wmoon_rr1qw883gaa4mlfvknktrdkqvw5ddpq6jatpdpkr7693zaswur8jn,"",76329835,t,RadtrixWhiteMoon,wmoon,Radtrix NFT Season 2,90000000000000000000
257,pmoon_rr1qw4003cvtu7zqu8md6jx4uwz6ezwhk5mrta37t0t4gqs3u0sev,"",76330113,t,RadtrixPurpleMoon,pmoon,Radtrix NFT Season 2,80000000000000000000
258,smoon_rr1q0gnrfepwq8947dcen620dvj2cvxuzh94xg0g22ktxkskzm4ry,"",76330401,t,RadtrixShinyMoon,smoon,Radtrix NFT Season 2,30000000000000000000
259,fmoon_rr1qwzxet8vz2c4v5zhqdehr06504dj3fwa2cl07v4jz6vs624229,"",76330675,t,RadtrixFireMoon,fmoon,Radtrix NFT Season 2,15000000000000000000
260,groon_rr1qwac90nuxze4xc4vr0pq8k5c0446pawm42ne4gg640qsweulr3,"",76346898,t,RadtrixGreenMoon,groon,Radtrix NFT Season 2,115000000000000000000
261,gloon_rr1qw2p62uj6u9txy2mzphce78mh55f5ehep2v6wh2sj9jq3cgrrd,"",76347463,t,RadtrixGoldenMoon,gloon,Radtrix NFT Season 2,50000000000000000000
262,gtoon_rr1qw9gjxvtd3h2564fwzrgs4u5xca7aeth6t34nfvh02usxg3klt,"",76351720,t,RadtrixGlitchMoon,gtoon,Radtrix NFT Season 2,20000000000000000000
263,test_rr1qv6yyn5t2y8l5azwdh3nyrqvxhfh7njh0rp0w4xde7zqslqyuc,"",76421914,f,test,test,test,
264,test3_rr1qwx27dunhchuyv97547snm2jgddxrlffll6t268afzgqz3j6ka,"",76626469,t,test3,test3,test3,1000000000000000000000
265,test4_rr1qdl3jx9s549f7uxaae588j9rq7hadfcwueu0078ju2cs0slvct,"",76626779,f,test4,test4,test4,
266,test5_rr1q0jrxatg688t9278zmha48d66njuqh22xy4a3mnmme8s36mrhk,"",76643147,t,test5,test5,test5,10000000000000000000000000000000
267,test6_rr1q0lfpptlcpeysazqegl4c674j0xvdq6e44n6u3wm992qpz6sxg,"",76647075,t,test6,test6,test6,10000000000000000000000000000000000000000000000000000000000000
268,bro_rr1qwm0cj2ldremdexcqvkunn2mk3hf56ek0acsq8y90uns4u47y7,"",76769789,t,Spike Bros NFT,bro,"In 1995, the Cactus Space Agency, launched 10000 cactus into space as an experiment. Little would they know, radiations transformed them in weird creatures. This token will be redeemable for a real NF",10000000000000000000000
269,dachs_rr1qw3zp8dwsvtrxg3u23qpn2fk526v2mgw3mjw8elzn08q3x57vg,"",77436960,t,Dapper Dachshunds,dachs,"A collection of 10,000 unique pixel art dachshund NFTs. Created with love for the Radix community to enjoy.",10000000000000000000000
270,rccs_rr1qvsrms02p3wy4ygar0kz3k09r6kxgytsrxffa8hap59spavw3v,"",77475401,t,RCCLOTSTING,rccs,Boom! You just got a RCCLOTSTING NFT token. Put it in a safe place until the great Babylon Marketplace opens!!! Like the avengers they are more efficient when the whole team is complete... Just sayin ,200000000000000000000
271,rclb_rr1qwu5lwpc5f3m6vtmrcyylnmqz68cuzd0mt0f0s9luuzqs0lpxk,"",77475566,t,RCLIMBBEARD,rclb,Boom! You just got a RCLIMBBEARD NFT token. Put it in a safe place until the great Babylon Marketplace opens!!! Like the avengers they are more efficient when the whole team is complete... Just sayin ,200000000000000000000
272,rcmd_rr1qvjlzxnq2q5htltjntmgs930u2gnhkv63hy3mfx9snhqxn7u3v,"",77475900,t,RCMOSSDREAM,rcmd,Boom! You just got a RCMOSSDREAM NFT token. Put it in a safe place until the great Babylon Marketplace opens!!! Like the avengers they are more efficient when the whole team is complete... Just sayin ,200000000000000000000
273,rcgs_rr1q0d8dgyqk2c6y8tu7y558hcy5p0v5kh04cpjw6hqndkqu9ze0y,"",77476074,t,RCGOLDSHOCK,rcgs,Boom! You just got a RCGOLDSHOCK NFT token. Put it in a safe place until the great Babylon Marketplace opens!!! Like the avengers they are more efficient when the whole team is complete... Just sayin ,200000000000000000000
274,rctw_rr1qvgaeljs0e0zn5r8ac98dxua0zzv60dmhtxppwsr46lstdxtgn,"",77477057,t,RCTIDEWARDEN,rctw,Boom! You just got a RCTIDEWARDEN NFT token. Put it in a safe place until the great Babylon Marketplace opens!!! Like the avengers they are more efficient when the whole team is complete... Just sayin,200000000000000000000
275,d_rr1q030vmzcfrkx634legkm0v3mgh8v3nc4crghsewfzl3sc4usgu,"",77493197,t,d,d,d,100000000560000000000000000
276,rccl_rr1q00g9na8pmhnq8ejrjtl4sryfr3y7ghp62nywrfvlycsghvv0v,"",77557587,t,RC NFT CLOTSTING,rccl,Boom! You just got a RCCLOTSTING NFT token. Put it in a safe place until the great Babylon Marketplace opens!!!,200000000000000000000
277,rcli_rr1qvl6tz23z980pqzhpdr88fggcxg3rwv7f3jr7fa96paqlhpsdz,"",77558678,t,RC NFT LIMBBEARD,rcli,Boom! You just got a RCLIMBBEARD NFT token. Put it in a safe place until the great Babylon Marketplace opens!!! ,200000000000000000000
278,rcti_rr1qv9pe82ssq6xtml4ww2kx8xff737gjysyarsq3ez0kqshkg07v,"",77558981,t,RC NFT TIDEWARDEN,rcti,Boom! You just got a RCTIDEWARDEN NFT token. Put it in a safe place until the great Babylon Marketplace opens!!!,200000000000000000000
279,rcmo_rr1q0h6s35phlymkuvxzazh0vzqkkgvqdh5v9ymm6axhssq23el2d,"",77559068,t,RC NFT MOSSDREAM,rcmo,Boom! You just got a RCMOSSDREAM NFT token. Put it in a safe place until the great Babylon Marketplace opens!!! ,200000000000000000000
280,rcgo_rr1qde3atvhk2lfvemjrpf8kre9xy330xdftjzj5ynav75s7tnrr7,"",77559149,t,RC NFT GOLDSHOCK,rcgo,Boom! You just got a RCGOLDSHOCK NFT token. Put it in a safe place until the great Babylon Marketplace opens!!! ,200000000000000000000
281,emberla_rr1q0cjhsjlf2fpkq93cr9a5rag96enfrp28ksl66wpw4vqprd6q3,"",78008757,t,Raduel Ember Weapon,emberla,"With this token, you can redeem the high energy / anti-material rifle 'Ember' with the lazer attatchment.",100000000000000000000
282,embersi_rr1qd4qj06l5y2qeljqfnaysm5wxxt7u9yvq88quhwy3x3qv0dhwh,"",78010074,t,Raduel Ember Weapon,embersi,"With this token, you can redeem the high energy / anti-material rifle 'Ember' with the silencer attatchment.",100000000000000000000
283,rcmof_rr1qd42qk55m7zyukwppsfywf44gx7duwj7ntlcya0lh90qqfym8f,"",78281547,t,RC Marketplace Offer,rcmof,Radix Collection Marketplace offer token.,99999999999000000000000000000
284,rcmoc_rr1qdcy6hhh6g55ufzn77fvwrqzt8y2yglakg8mkzvukxdqa7da9x,"",78360134,t,RC Offer Close,rcmoc,Radix Collection Marketplace offer close token.,99999999999000000000000000000
285,skullzo_rr1qwhhlq8muxrsyd7atppsnkh365xetw8fcx4tnf8f2wwswwyey8,"",78467035,f,Testskullzo,skullzo,Your cute neighbourhood skeleton friends for the betatest period of the Artistizen NFT Marketplace.,15000000000000000000
286,shardie_rr1qd5rg4kjs3ldgmdw2znaw244alupxftpauz8fdepyf0qes0k2l,"",78468307,f,Testshardie,shardie,A gang of cute Testshardies for the betatest period of the Artistizen NFT Marketplace.,15000000000000000000
287,rcask_rr1qdzmty5wdx9kvcddzjakusf7wazve5urh7vflrgp7xfqu7ddd0,"",78474721,t,RCAvatarSeriesKRAKEN,rcask,Radix Collection RCAvatarSeriesKRAKEN token. Rewards NFT Avatar Series Krakens Holders.,99999999999000000000000000000
288,rcpen_rr1qw7j7ayprqx9l6q8dnep4urntr3q003nryh5x4vgugnsyhr7fa,"",78485504,t,RCRadicalPenguins,rcpen,Radix Collection RCRadicalPenguins token. Rewards NFT Radical Penguins Holders.,99999999999000000000000000000
289,rcape_rr1q0lfqc2p20d080d5g49d5sjan0hgvnnz4hqckvxz2qtql0ye6l,"",78486053,t,RCRadApes,rcape,Radix Collection RCRadApes token. Rewards NFT RadApes Holders.,99999999999000000000000000000
290,rcrct_rr1q0f026ptzn67qq2j45zynwuqy88ul3vm9pwhwrq2zyvs7qu3qa,"",78486615,t,RCRADC,rcrct,Radix Collection RCRADC token. Rewards RADC Holders.,99999999999000000000000000000
291,rcmoo_rr1qvd3p44m2r6cs9na4hhx2g57p3hnnk56c4g2rh6t497qug28kv,"",78487170,t,RCEnterTheRadtrix2,rcmoo,Radix Collection RCEnterTheRadtrix2 token. Rewards NFT Enter The Radtrix S2 Holders.,99999999999000000000000000000
292,joule_rr1qdqs6gkzzyl5xvdaahzqs9z4wu6vfms38vcx6rm9kx0qaag0cn,"",78581031,f,Energy,joule,Want some energy? Get some Joules... ,5000000000000001000
293,eff_rr1qvs66slju7t885hqqr3gyfqzvd26ed8y99lhrtqkpg5qr9l3he,"",78591023,t,effe,eff,eff,100000000000000000000
294,chili_rr1qdzsnyzzgfffee4j7hmzs80j7xxhlmujnrxl72hvpl3qdxlgxw,"",79552841,t,CHILIX,chili,Reservation token for Chilix NFTs,10000000000000000000000
295,romp_rr1q0f7x8qyz654gdm06l5q9rlfnxd5whprwxufcqetzjdqwuswak,"",79669409,t,Radix One Million Pixels,romp,Radix One Million Pixels Project. Leave a pixellated mark in the crypto space and be part of the future !,1000000000000000000000000
296,pixel_rr1q0zyl8fhuguhrhmu8rwtnmd54dsg60rv7c5t9q502l3spze0v7,"",79861724,t,Radix One Million Pixels,pixel,Radix One Million Pixels Project. Leave a pixellated mark in the crypto space and be part of the future !,1000000000000000000000000
297,nt_rr1qwlq4rwax68hpnlqekcnsjwyw2mq4074tmsjq63rwezqg3ys70,"",80015109,t,nt,nt,nt,1000000500000000000000000
298,rcpix_rr1qdwlhzgmdv42zrwje8gp4setghxz7r7jtw996kpmfysqef8fc3,"",80042188,t,RCRadixOneMillionPixels,rcpix,Radix Collection RCRadixOneMillionPixels token. Rewards PIXEL Holders.,99999999999000000000000000000
299,oci_rr1qwr8cx5ezp9t08ptsxrws0w05ldy6nekvy9ef0fp854qmv2fk4,"",80779564,t,Ociswap,oci,"Swap, create and earn tokens on Ociswap",1000000000000000000000000000
300,trt_rr1q0fuxk6ad3ggtgvrsz62cd0t285x2ng2pewepddnfrds87a76j,"",81056607,t,TRT Token,trt,TRT,42069000000000000000000
301,rpg_rr1qwj8hj7mhv7e90g06dxn6yd9t7a2ehkt295758tskrvqh3uyk8,"",81081698,t,Raddish Playground,rpg,Raddish Playground Token,1000000000000000000000000000
302,rpg_rr1qwzkjrur9vytauzjk0q38njs03x6qega53asfv0rp79sl90vyz,"",81085952,t,Raddish Playground,rpg,Raddish Playground Token,1000000000000000000000000000
303,rpg_rr1q0zrguwzdze0kpqfcr7lk8lfwlx6hxx7kjf46tcava4q99dj6h,"",81090838,t,Raddish Playground,rpg,Raddish Playground Token,1000000000000000000000000000
304,rfs_rr1qvnlwt3p84dh4jdkw2l8qknst04qx0s8zvtflhpqqwqq4c2j3a,"",81135759,t,Radix Frogz Society,rfs,"Token for the Radix Frogz Society, a NFT collection",10069000000000000000000
305,wow_rr1qdnfz2e9xgg4gmp37sfvvqe4kyku0hjpy9t5vsjq0g3qeyna6n,"",81169278,t,DogeCube WOW,wow,DogeCube official NFT token.,10000000000000000000000
306,rcmr_rr1qw5yfrcszdltf7704knqt9gwgffc05mw3e2uktrm30cs8h6zfn,"",81207783,t,RC NFT MAGMARAGE,rcmr,Boom! You just got a RCMAGMARAGE NFT token. Put it in a safe place until the great Babylon Marketplace opens!!! Like the avengers they are more efficient when the whole team is complete... Just saying,99999999999000000000000000000
307,rcsb_rr1q0rqjl7jm7waz6vuhnqxwqympyxpp2rx9lufcw492lsqcr9xnx,"",81208843,t,RC NFT STOMPBURST,rcsb,Boom! You just got a STOMPBURST NFT token. Put it in a safe place until the great Babylon Marketplace opens!!! Like the avengers they are more efficient when the whole team is complete... Just saying,99999999999000000000000000000
308,rccw_rr1qvxg2d8h4lj2k7qvsvseexk9uhw9sd5c080vj2s7pcaqynm3ae,"",81209111,t,RC NFT COBALTWRATH,rccw,Boom! You just got a COBALTWRATH NFT token. Put it in a safe place until the great Babylon Marketplace opens!!! Like the avengers they are more efficient when the whole team is complete... Just saying,99999999999000000000000000000
309,rcgf_rr1qdm4v6r7y03cyv7czr55snxy470mpl3a8ycuwsycttrsteurda,"",81209647,t,RC NFT GAIAFURY,rcgf,Boom! You just got a GAIAFURY NFT token. Put it in a safe place until the great Babylon Marketplace opens!!! Like the avengers they are more efficient when the whole team is complete... Just saying,99999999999000000000000000000
310,rchr_rr1qwlxzcn25ymw993nqumexnjz6yygwjg3kph5cxautffqzks5nx,"",81210123,t,RC NFT HEATROAR,rchr,Boom! You just got a HEATROAR NFT token. Put it in a safe place until the great Babylon Marketplace opens!!! Like the avengers they are more efficient when the whole team is complete... Just saying,99999999999000000000000000000
311,rcasm_rr1qvpjy02zzrdlnhsy8vpfep85k4q52rs5vhjx6yqplqxq8pvpxa,"",81211776,t,RCAvatarSeriesMADNIM,rcasm,Radix Collection RCAvatarSeriesMADNIM token. Rewards NFT Avatar Series Madnimals Holders.,99999999999000000000000000000
312,d_rr1qvhfnnp5udm6tzpsv5un38xyc2cqryxk4fwnxjd3g65qtwxvde,"",81467765,t,d,d,d,100000000560000000000000000
313,presale_rr1qdp7e5rjkx8vt0fu0ygykf8qgkqxpxw7gsu6ehfvycdqta3l8w,"",82023488,t,ZigZag Presale Demo Token,presale,ZigZag Presale Demo Token - XRDScan.com - Used to demo our NFT Presale service,1000000000000000000000000000000
314,zigzag_rr1q0hvth7zm68u90w4fzl7cthnlsaxa04r03p2sx2vu7wqhjph38,"",82024648,t,ZigZag White List Token,zigzag,ZigZag White List Demo Token - XRDScan.com - Used to demo our NFT Presale service,1000000000000000000000000000000
315,zigzag10k_rr1qvxrnpcma9335n6q4a0cjjxuxgavtenu5fjnsl9pe7fskavkd8,"",82028751,t,ZigZag 10k White List Token,zigzag10k,ZigZag White List Demo Token 10k - XRDScan.com - Used to demo our NFT Presale service,10000000000000000000000
316,presale10k_rr1qv0rpk8894qr0lff30gzklk4ueqznzugdhuafr6xk9yqm0e7cj,"",82029671,t,ZigZag 10k Presale Token,presale10k,ZigZag White List Demo Token 10k - XRDScan.com - Used to demo our NFT Presale service,10000000000000000000000
317,icet_rr1q03u7h0dh0wc2xy9kkl57fkss7mgwe5apd38wc2nghfq5sps7a,"",82266815,t,ICE Tributes,icet,Insanely short supply of highly bespoke Radical Penguins. The quintessential purpose of the Tributes is to create long term buzz around the main Radical Penguins project.,100000000000000000000
318,test_rr1qdvfu6ewf5ksjs5yywc9gk5tk6x5smt9g5qtqzx6hmws420wl5,"",82297459,t,Test,test,Just a token,100000000000000000000000000
319,dix_rr1q0hnuhscheqv8hsgsdqy58vtylum5uchuaw7mwszeszs7mzxe0,"",82528948,t,$DIX,dix,The next BIG meme coin. Dix was born out of boredom in the Telegram traders channel. As the rad token was already taken we went for the next best thing.,10000000000000000000000000000
320,burger_rr1qdred79m4yce38wd549huwvyx48rrn0wzgyd5my7kees274qj9,"",82560954,t,The Burger Jacket ,burger,Token to mint a unique ONE of 100 Burger Jacket NFT,100000000000000000000
321,e_rr1qw5zlf94xfmt79wrydw3zz2dp3vc0a8uzpjccsp6hnyqhkuzeg,"",83086827,t,e,e,e,100000000000000000000000000000000000000000000
322,ruel_rr1qdndkdxf9aqt9r9zpxvjnjycx7edcpxewqhlgfuzhrkqdtn7q4,"",83521670,t,One token to RUEL them all,ruel,Raduel's token,1000000000000000000000000000
323,rule_rr1qdqrg9nmm0zm5q5uj8ckpvu6stav7spec9u6ps3n774q5jpkg4,"",83524514,t,RULE,rule,One token to RULE them all,1000000000000000000000000000
324,golemz_rr1qdeagtufz0da3vhdv98k2hppz0kqkzxahlgw8kzjd9vq4fmnru,"",83526625,t,Golemz,golemz,A token to redeem a Golem within game,10000000000000000000000
325,rstars_rr1qd80lu39ekqaadmg9h4wcel70e60d6kf2dls6jlf7rus9gxsjs,"",83658196,t,Radstars,rstars,A Star has fallen catch it then make a wish!,100000000000000000000000000
326,pcs_rr1qdm9yyzsu2pjrqpw5dhjexzc5sz03hclxm5qwtx2edmqcxen97,"",83702260,t,PCS token,pcs,PCS - Pool Control Systems 2022,1000000000000000000000000
327,e_rr1qwk3zjjqwl738s2l3n6w9uwxawfhwshu2nqzd489ahyqv857f7,"",83704107,t,e,e,e,1000000000000000000000000000000000000000000000000
328,robo_rr1qwswvylmmu7vdwsg39enqenrt2q40gpg5z4a97z3vqps8gwmws,"",83858498,t,ROBO,robo,Radical Robos,5000000000000000000000
329,skulls_rr1qd9vfzjntqycfmc2fl2q3xs0uw5e5fsfs6qz7v44n08q6xm42c,"",84611327,t,ScryptoSkulls token,skulls,Token to mint one of ten thousand ScryptoSkulls NFTs,10000000000000000000000
330,rcas_rr1qdqekh2fha0ded3nmu9sml5tvmsl6sgjlay8mtztrnusjladkr,"",85076340,t,RC NFT ARTICSHIELD,rcas,Boom! You just got a ARTICSHIELD NFT token. Put it in a safe place until the great Babylon Marketplace opens!!! Like the avengers they are more efficient when the whole team is complete... Just saying,200000000000000000000
331,rccb_rr1q0mgafst2z9lm87xpqk4vknnvy3xu4m5jnzn9gyqsyrsv6pajy,"",85076630,t,RC NFT CAMOBLAST,rccb,Boom! You just got a CAMOBLAST NFT token. Put it in a safe place until the great Babylon Marketplace opens!!! Like the avengers they are more efficient when the whole team is complete... Just saying,200000000000000000000
332,rcws_rr1qvwsdlsnp5em64y04l75zamnnmkufe0qc246vl3e6mpqpx38xm,"",85076903,t,RC NFT WARPSCUD,rcws,Boom! You just got a WARPSCUD NFT token. Put it in a safe place until the great Babylon Marketplace opens!!! Like the avengers they are more efficient when the whole team is complete... Just saying,200000000000000000000
333,rcasw_rr1qvhrya2wdtfx47s3gdm5ml5ghnkskurn2nk0pqycf7vq8snrg7,"",85077188,t,RCAvatarSeriesWARCORPS,rcasw,Radix Collection RCAvatarSeriesWARCORPS token. Rewards NFT Avatar Series Warcorps Holders.,99999999999000000000000000000
334,rcds_rr1qw6zhgtnc4hrp8xjpr97yw66u4kqd9vukjtdjr9k4j7s3r2lnv,"",85078632,t,RC NFT DUNESHIELD,rcds,Boom! You just got a DUNESHIELD NFT token. Put it in a safe place until the great Babylon Marketplace opens!!! Like the avengers they are more efficient when the whole team is complete... Just saying,200000000000000000000
335,rchg_rr1qws3vaq7rrnald2466pqgza55vqzc5wxhfph8tyrnnfqgpnsd0,"",85078929,t,RC NFT HEATGUARD,rchg,Boom! You just got a HEATGUARD NFT token. Put it in a safe place until the great Babylon Marketplace opens!!! Like the avengers they are more efficient when the whole team is complete... Just saying,200000000000000000000
336,tanuki_rr1qds5m4qh98cjpstah90mjd7jq22uprhmzq9p3mshp5jsa2vnyt,"",85186451,t,Backwoods Tanuki,tanuki,Token used to mint Backwoods Tanuki NFT after Babylon,11111000000000000000000
337,cbd_rr1q0893mqmtaa3tuuhw7tx0jr5thj4lxfwpc5va0jaj5rqkktp7t,"",85189697,t,Cornbread,cbd,The official currency of Backwoods Tanuki,24000000000000000000000000000
338,pltn_rr1qvrrj8t5dwalzv2m5fna0mazq3u62q56yqx4spw94c9qucf66j,"",85511075,t,Meta Whale Plankton,pltn,Meta Whale Circle NFT Reservation Token / Each of the 7‘777 Plankton Tokens can be exchanged for a randomly generated Meta Whale NFT after the launch of Babylon,7777000000000000000000
339,rcroi_rr1q0rqznzgqk622w0jpwd7d3xu449l3cgu4h9c07lw8tyswyr4ls,"",85515108,t,RCRoidBoiz,rcroi,Radix Collection RCRoidBoiz token. Rewards NFT RoidBoiz Holders.,99999999999000000000000000000
340,skullzo_rr1qda0eqyt9luuwpqswu3r7v4zj8t0m75jfgd9kyy6gm2qw0fex6,"",85852220,f,Skullzo,skullzo,Your greatest friend through thick and thin. Mostly thin.,10000000000000000000000
341,alien_rr1qdqdwc869g40jdsnjtvzkrj0txtyuwjtfe65a3ntqeaq53ts8e,"",86463252,t,INVADERZ,alien,10000 Randomly generated NFT elements created using a pixel based concept.,10000000000000000000000000
342,rcass_rr1qwqrd6f3actckvxd2m2p95cnttzexdt0h2dnd4s0da9qrk42zj,"",89844430,t,RCAvatarSeriesSOULSKULLS,rcass,Radix Collection RCAvatarSeriesSOULSKULLS token. Rewards NFT Avatar Series Warcorps Holders.,99999999999000000000000000000
343,rcbp_rr1qdddhsuzkeuduazcgyyszex46tk8sx5xkt6a948xjxcq4gxd3z,"",89845711,t,RC NFT BANEPUNK,rcbp,Boom! You just got a BANEPUNK NFT token. Put it in a safe place until the great Babylon Marketplace opens!!! Like the avengers they are more efficient when the whole team is complete... Just saying,200000000000000000000
344,rcfh_rr1qd3mrhmx5cf283sk7ckpue0d50sl045k296n37xafmeqkcxx2m,"",89845868,t,RC NFT FROSTHORNS,rcfh,Boom! You just got a FROSTHORNS NFT token. Put it in a safe place until the great Babylon Marketplace opens!!! Like the avengers they are more efficient when the whole team is complete... Just saying,200000000000000000000
345,rcgr_rr1qvzcj72y92emla9t9m3c3w7v5762a6479tcrg9rpmrhspteswm,"",89845927,t,RC NFT GILTRUIN,rcgr,Boom! You just got a GILTRUIN NFT token. Put it in a safe place until the great Babylon Marketplace opens!!! Like the avengers they are more efficient when the whole team is complete... Just saying,200000000000000000000
346,rchf_rr1qwuyxag9v66h29c4sgu22z8jddcgn8a0v22gnsljhdxsd3gctf,"",89846493,t,RC NFT HELLFIRE,rchf,Boom! You just got a HELLFIRE NFT token. Put it in a safe place until the great Babylon Marketplace opens!!! Like the avengers they are more efficient when the whole team is complete... Just saying,200000000000000000000
347,rcgc_rr1q0k3u7y77n0qy9hk0wrh4qqh5zg6t4nng6jdg39d7lzsxtv3fx,"",89847779,t,RC NFT GRIMSCYTHE,rcgc,Boom! You just got a GRIMSCYTHE NFT token. Put it in a safe place until the great Babylon Marketplace opens!!! Like the avengers they are more efficient when the whole team is complete... Just saying,200000000000000000000
348,luck8_rr1q07xl06p2uegfwxtyhq4yslyx9f8prf4nkxkj7zkslqsesvay9,"",89995956,f,Luck8,luck8,Lucky8xrd.com - Stake & Win - Lossless Lottery,0
349,luck_rr1qv8aqx2u6veqs06nzuzrchfms8fz3t33vrxx9mjgja8q6uze43,"",89999540,f,Luck,luck,Lucky8xrd.com - Stake & Win - Lossless Lottery,1645928675755199690000000
350,lucky_rr1qw68gkt4wfnzrapztlw2qwzte2ea2gy69scleu7z2kesrvhdzl,"",90000811,f,Lucky,lucky,Lucky8xrd.com - Stake & Win - Lossless Lottery,0
351,lucky8_rr1qdtpuhawl30pnwq6fej24a75fqkzd30xgauasqhjtmgq9da6vn,"",90001452,f,Lucky8,lucky8,Lucky8xrd.com - Stake & Win - Lossless Lottery,0
352,rcxrd_rr1qvwx7sw806eyqu2jxzj7pm5ykd04kjkjg4sejt8ud7qq3mf5dl,"",92702263,t,RCXRDScanStaking,rcxrd,Radix Collection RCXRDScanStaking token. Rewards XRDScan stakers.,99999999999000000000000000000
353,rcpre_rr1qwaknk9pydekzwe668zuwqyr2emshx9kgtdzchgv0ers9sylpq,"",92703274,t,RCPRESCAN,rcpre,Radix Collection RCPRESCAN token. Rewards Prescan holders.,99999999999000000000000000000
354,rcxse_rr1qd94dqe3w3nsrfw6mau77vpkem7tmzqk5y5flujvfr4s869qke,"",92705280,t,RCXSEED,rcxse,Radix Collection RCXSEED token. Rewards XSE holders.,99999999999000000000000000000
355,rcrdl_rr1qvj60l79mcftncr0d52245d68zfn20ky6f3t95tyducqdfflvv,"",92706982,t,RCRADLADS,rcrdl,Radix Collection RCRADLADS token. Rewards NFTs Radlads holders.,99999999999000000000000000000
356,rcrat_rr1qwj6c3kcgf4sspughzmnenw4pjpgmswjxlpsnt6tuugq4mf698,"",92707653,t,RCRATIX,rcrat,Radix Collection RCRATIX token. Rewards NFTs Ratix holders.,99999999999000000000000000000
357,cloverbro_rr1qd62f0n5a8r59eyu9wkftq2fwklnserfv5jtae8ew3es0r8fw0,"",93248944,t,Spike Bros St Patrick's Edition,cloverbro,Spike Bros is celebrating Saint Patrick's day with a second edition. This special edition will feature 500 unique Spike Bros NFT with randomly selected funny attributes.,500
358,cloverbro_rr1q0008g0fynlytrtr0p0sq0a0dlrmtfxy7dsdd2c6tpjsjevur9,"",93252576,t,Spike Bros St Patrick's Edition,cloverbro,Spike Bros is celebrating Saint Patrick's day with a second edition. This special edition will feature 500 unique Spike Bros NFT with randomly selected funny attributes.,500000000000000000000
359,chap_rr1qwtklfm8na3an39k82dyjy52eksrr29jz5uw6drf9gcsqnu3sz,"",93704692,t,ScryptoChaps,chap,Token used to mint a ScryptoChaps once Babylon launches,10000
360,mdc_rr1q0m6p03qnu0ktnxnz4prgw93pcmp4q7vj97w3ca3rgkqcq5v8l,"",93784422,t,Massive Dong Coin,mdc,The ladies seems to be really fond of this coin,10000000000000000000000
361,chap_rr1qws3e6mvnd8d9p6azch8ssw3795rqw6y550gac59y46s5l7kal,"",93912472,t,ScryptoChaps,chap,Token used to mint a ScryptoChaps once Babylon launches,10000000000000000000000
362,rcnor_rr1qvsjz5wparpudvc7wnyppdqagn7r38skna79mntz6qhsc2yvm5,"",94214538,t,RCStakeNordicStaking,rcnor,Radix Collection RCStakeNordicStaking token. Rewards StakeNordic.com stakers.,99999999999000000000000000000
363,rcdo_rr1qwkeez762wu8nxxue35asvlkcg3q8dv2hg82c69d7e6qj84433,"",94724515,t,RC NFT DOKUONI,rcdo,Boom! You just got a DOKUONI NFT token. Put it in a safe place until the great Babylon Marketplace opens!!! Like the avengers they are more efficient when the whole team is complete... Just saying,200000000000000000000
